,index,player_id,pretty_name,club_pretty_name,_name_and_club,index,pt_name,pt_team,_name_and_club,TRUSTWORTH
1074,2797,357147,Diogo Dalot,Ac Mailand,Diogo Dalot Ac Mailand,10144,DALOT D.,milan,DALOT D. milan,True
1075,2799,381950,Alexis Saelemaekers,Ac Mailand,Alexis Saelemaekers Ac Mailand,9896,SAELEMAEKERS,milan,SAELEMAEKERS milan,True
1077,2801,422355,Jens Petter Hauge,Ac Mailand,Jens Petter Hauge Ac Mailand,10256,HAUGE J.,milan,HAUGE J. milan,True
1078,2802,459128,Marco Brescianini,Ac Mailand,Marco Brescianini Ac Mailand,65,BRESCIANO M.,parma,BRESCIANO M. parma,True
1082,2822,55895,Leonel Vangioni,Ac Mailand,Leonel Vangioni Ac Mailand,8227,VANGIONI L.,milan,VANGIONI L. milan,True
1084,2840,315870,Emanuele Torrasi,Ac Mailand,Emanuele Torrasi Ac Mailand,4363,EMANUELSON,milan,EMANUELSON milan,True
1090,2897,585949,Pierre Kalulu,Ac Mailand,Pierre Kalulu Ac Mailand,10287,KALULU P.,milan,KALULU P. milan,True
1092,2913,122153,Paul Pogba,Juventus Turin,Paul Pogba Juventus Turin,5777,POGBA,juventus,POGBA juventus,True
1093,2914,128223,Alvaro Morata,Juventus Turin,Alvaro Morata Juventus Turin,6900,MORATA A.,juventus,MORATA A. juventus,True
1094,2915,243714,Kingsley Coman,Juventus Turin,Kingsley Coman Juventus Turin,9692,KINGSLEY M.,bologna,KINGSLEY M. bologna,True
1095,2916,2865,Stephan Lichtsteiner,Juventus Turin,Stephan Lichtsteiner Juventus Turin,3382,LICHTSTEINER,lazio,LICHTSTEINER lazio,True
1097,2921,4276,Carlos Tevez,Juventus Turin,Carlos Tevez Juventus Turin,6478,TEVEZ,juventus,TEVEZ juventus,True
1098,2922,44716,Claudio Marchisio,Juventus Turin,Claudio Marchisio Juventus Turin,2872,MARCHISIO C.,empoli,MARCHISIO C. empoli,True
1100,2924,5023,Gianluigi Buffon,Juventus Turin,Gianluigi Buffon Juventus Turin,71,BUFFON G.,juventus,BUFFON G. juventus,True
1102,2929,5817,Andrea Pirlo,Juventus Turin,Andrea Pirlo Juventus Turin,364,PIRLO,milan,PIRLO milan,True
1103,2931,7109,Andrea Barzagli,Juventus Turin,Andrea Barzagli Juventus Turin,505,BARZAGLI A.,chievo,BARZAGLI A. chievo,True
1104,2937,170934,Mario Lemina,Juventus Turin,Mario Lemina Juventus Turin,7419,LEMINA M.,juventus,LEMINA M. juventus,True
1105,2941,29401,Sami Khedira,Juventus Turin,Sami Khedira Juventus Turin,7395,KHEDIRA S.,juventus,KHEDIRA S. juventus,True
1106,2953,79960,Alex Sandro,Juventus Turin,Alex Sandro Juventus Turin,7123,ALEX SANDRO,juventus,ALEX SANDRO juventus,True
1107,2958,182913,Adrien Rabiot,Juventus Turin,Adrien Rabiot Juventus Turin,9856,RABIOT A.,juventus,RABIOT A. juventus,True
1108,2963,326031,Matthijs De Ligt,Juventus Turin,Matthijs De Ligt Juventus Turin,9566,DE LIGT M.,juventus,DE LIGT M. juventus,True
1109,2964,33923,Blaise Matuidi,Juventus Turin,Blaise Matuidi Juventus Turin,8625,MATUIDI B.,juventus,MATUIDI B. juventus,True
1110,2965,340879,Merih Demiral,Juventus Turin,Merih Demiral Juventus Turin,9007,DEMIRAL M.,sassuolo,DEMIRAL M. sassuolo,True
1112,2971,50057,Aaron Ramsey,Juventus Turin,Aaron Ramsey Juventus Turin,9865,RAMSEY A.,juventus,RAMSEY A. juventus,True
1113,2973,75615,Douglas Costa,Juventus Turin,Douglas Costa Juventus Turin,8453,DOUGLAS COST,juventus,DOUGLAS COST juventus,True
1115,2985,332697,Weston Mckennie,Juventus Turin,Weston Mckennie Juventus Turin,10381,MCKENNIE W.,juventus,MCKENNIE W. juventus,True
1118,2998,75411,Carlo Pinsoglio,Juventus Turin,Carlo Pinsoglio Juventus Turin,8709,PINSOGLIO C.,juventus,PINSOGLIO C. juventus,True
1120,3019,45124,Medhi Benatia,Juventus Turin,Medhi Benatia Juventus Turin,4232,BENATIA M.,udinese,BENATIA M. udinese,True
1121,3036,39020,Benedikt Howedes,Juventus Turin,Benedikt Howedes Juventus Turin,8530,HOWEDES B.,juventus,HOWEDES B. juventus,True
1122,3052,119296,Emre Can,Juventus Turin,Emre Can Juventus Turin,167,EMRE Belozog,inter,EMRE Belozog inter,True
1125,3106,144779,Saphir Taider,Us Sassuolo,Saphir Taider Us Sassuolo,5276,TAIDER S.,bologna,TAIDER S. bologna,True
1126,3107,146743,Luca Antei,Us Sassuolo,Luca Antei Us Sassuolo,5961,ANTEI L.,sassuolo,ANTEI L. sassuolo,True
1129,3111,199633,Raman Chibsah,Us Sassuolo,Raman Chibsah Us Sassuolo,6072,CHIBSAH R.,sassuolo,CHIBSAH R. sassuolo,True
1130,3112,21763,Federico Peluso,Us Sassuolo,Federico Peluso Us Sassuolo,3489,PELUSO F.,atalanta,PELUSO F. atalanta,True
1132,3114,22186,Davide Biondini,Us Sassuolo,Davide Biondini Us Sassuolo,1536,BIONDINI D.,reggina,BIONDINI D. reggina,True
1134,3116,30638,Sergio Floccari,Us Sassuolo,Sergio Floccari Us Sassuolo,1703,FLOCCARI S.,messina,FLOCCARI S. messina,True
1135,3117,35747,Simone Missiroli,Us Sassuolo,Simone Missiroli Us Sassuolo,1291,MISSIROLI S.,reggina,MISSIROLI S. reggina,True
1136,3118,35865,Andrea Consigli,Us Sassuolo,Andrea Consigli Us Sassuolo,3220,CONSIGLI A.,atalanta,CONSIGLI A. atalanta,True
1140,3125,77603,Dejan Lazarevic,Us Sassuolo,Dejan Lazarevic Us Sassuolo,6246,LAZAREVIC D.,chievo,LAZAREVIC D. chievo,True
1143,3131,119115,Diego Falcinelli,Us Sassuolo,Diego Falcinelli Us Sassuolo,7301,FALCINELLI D,sassuolo,FALCINELLI D sassuolo,True
1144,3132,124911,Karim Laribi,Us Sassuolo,Karim Laribi Us Sassuolo,6243,LARIBI K.,sassuolo,LARIBI K. sassuolo,True
1145,3133,129505,Marcello Trotta,Us Sassuolo,Marcello Trotta Us Sassuolo,7648,TROTTA M.,sassuolo,TROTTA M. sassuolo,True
1146,3141,21872,Gianluca Pegolo,Us Sassuolo,Gianluca Pegolo Us Sassuolo,4031,PEGOLO G.,siena,PEGOLO G. siena,True
1147,3155,129674,Jeremy Toljan,Us Sassuolo,Jeremy Toljan Us Sassuolo,9952,TOLJAN J.,sassuolo,TOLJAN J. sassuolo,True
1148,3156,131731,Mehdi Bourabia,Us Sassuolo,Mehdi Bourabia Us Sassuolo,8927,BOURABIA M.,sassuolo,BOURABIA M. sassuolo,True
1149,3160,216569,Jeremie Boga,Us Sassuolo,Jeremie Boga Us Sassuolo,8922,BOGA J.,sassuolo,BOGA J. sassuolo,True
1150,3166,273236,Marlon,Us Sassuolo,Marlon Us Sassuolo,9183,MARLON,sassuolo,MARLON sassuolo,True
1151,3169,311178,Georgios Kyriakopoulos,Us Sassuolo,Georgios Kyriakopoulos Us Sassuolo,9708,KYRIAKOPOULO,sassuolo,KYRIAKOPOULO sassuolo,True
1152,3170,353922,Mert Muldur,Us Sassuolo,Mert Muldur Us Sassuolo,9786,MULDUR M.,sassuolo,MULDUR M. sassuolo,True
1154,3175,401527,Rogerio,Us Sassuolo,Rogerio Us Sassuolo,8743,ROGERIO O.,sassuolo,ROGERIO O. sassuolo,True
1155,3176,405885,Giacomo Raspadori,Us Sassuolo,Giacomo Raspadori Us Sassuolo,9868,RASPADORI G.,sassuolo,RASPADORI G. sassuolo,True
1157,3182,119031,Kaan Ayhan,Us Sassuolo,Kaan Ayhan Us Sassuolo,10032,AYHAN K.,sassuolo,AYHAN K. sassuolo,True
1160,3217,231378,Timo Letschert,Us Sassuolo,Timo Letschert Us Sassuolo,7991,LETSCHERT T.,sassuolo,LETSCHERT T. sassuolo,True
1161,3229,62735,Pietro Iemmello,Us Sassuolo,Pietro Iemmello Us Sassuolo,7947,IEMMELLO P.,sassuolo,IEMMELLO P. sassuolo,True
1162,3251,399907,Ognjen Stijepovic,Us Sassuolo,Ognjen Stijepovic Us Sassuolo,8794,STIJEPOVIC O,sampdoria,STIJEPOVIC O sampdoria,True
1163,3270,303140,Mauricio Lemos,Us Sassuolo,Mauricio Lemos Us Sassuolo,6878,MAURICIO,lazio,MAURICIO lazio,True
1167,3297,394300,Davide Frattesi,Us Sassuolo,Davide Frattesi Us Sassuolo,8486,FRATTESI D.,sassuolo,FRATTESI D. sassuolo,True
1169,3301,546176,Brian Oddei,Us Sassuolo,Brian Oddei Us Sassuolo,10422,ODDEI B.,sassuolo,ODDEI B. sassuolo,True
1174,3325,19435,Gianpaolo Bellini,Atalanta Bergamo,Gianpaolo Bellini Atalanta Bergamo,41,BELLINI,atalanta,BELLINI atalanta,True
1177,3331,20913,Giuseppe Biava,Atalanta Bergamo,Giuseppe Biava Atalanta Bergamo,1008,BIAVA,palermo,BIAVA palermo,True
1178,3332,21756,Giulio Migliaccio,Atalanta Bergamo,Giulio Migliaccio Atalanta Bergamo,1286,MIGLIACCIO G,atalanta,MIGLIACCIO G atalanta,True
1179,3333,22093,Guglielmo Stendardo,Atalanta Bergamo,Guglielmo Stendardo Atalanta Bergamo,1946,STENDARDO G.,lazio,STENDARDO G. lazio,True
1181,3335,30687,Maxi Moralez,Atalanta Bergamo,Maxi Moralez Atalanta Bergamo,5116,MORALEZ,atalanta,MORALEZ atalanta,True
1185,3341,50477,Yohan Benalouane,Atalanta Bergamo,Yohan Benalouane Atalanta Bergamo,4267,Benalouane Y,cesena,Benalouane Y cesena,True
1188,3345,76329,Marcelo Estigarribia,Atalanta Bergamo,Marcelo Estigarribia Atalanta Bergamo,4942,ESTIGARRIBIA,juventus,ESTIGARRIBIA juventus,True
1189,3346,76387,Carlos Carmona,Atalanta Bergamo,Carlos Carmona Atalanta Bergamo,3190,CARMONA C.,reggina,CARMONA C. reggina,True
1190,3349,133179,Marten De Roon,Atalanta Bergamo,Marten De Roon Atalanta Bergamo,7259,DE ROON M.,atalanta,DE ROON M. atalanta,True
1191,3350,148252,Remo Freuler,Atalanta Bergamo,Remo Freuler Atalanta Bergamo,7320,FREULER R.,atalanta,FREULER R. atalanta,True
1192,3351,162952,Gaetano Monachello,Atalanta Bergamo,Gaetano Monachello Atalanta Bergamo,7487,MONACHELLO G,atalanta,MONACHELLO G atalanta,True
1193,3352,165513,Berat Djimsiti,Atalanta Bergamo,Berat Djimsiti Atalanta Bergamo,7278,DJIMSITI B.,atalanta,DJIMSITI B. atalanta,True
1196,3378,125020,Jose Luis Palomino,Atalanta Bergamo,Jose Luis Palomino Atalanta Bergamo,8680,PALOMINO J.,atalanta,PALOMINO J. atalanta,True
1198,3383,197470,Mattia Caldara,Atalanta Bergamo,Mattia Caldara Atalanta Bergamo,7773,CALDARA M.,atalanta,CALDARA M. atalanta,True
1199,3387,207877,Ruslan Malinovskyi,Atalanta Bergamo,Ruslan Malinovskyi Atalanta Bergamo,9750,MALINOVSKYI,atalanta,MALINOVSKYI atalanta,True
1200,3389,262226,Timothy Castagne,Atalanta Bergamo,Timothy Castagne Atalanta Bergamo,8370,CASTAGNE T.,atalanta,CASTAGNE T. atalanta,True
1202,3391,275303,Hans Hateboer,Atalanta Bergamo,Hans Hateboer Atalanta Bergamo,7932,HATEBOER H.,atalanta,HATEBOER H. atalanta,True
1204,3407,255450,Aleksey Miranchuk,Atalanta Bergamo,Aleksey Miranchuk Atalanta Bergamo,10396,MIRANCHUK A.,atalanta,MIRANCHUK A. atalanta,True
1205,3412,386914,Sam Lammers,Atalanta Bergamo,Sam Lammers Atalanta Bergamo,10310,LAMMERS S.,atalanta,LAMMERS S. atalanta,True
1206,3429,312735,Bryan Cabezas,Atalanta Bergamo,Bryan Cabezas Atalanta Bergamo,7770,CABEZAS B.,atalanta,CABEZAS B. atalanta,True
1207,3453,264514,Luca Vido,Atalanta Bergamo,Luca Vido Atalanta Bergamo,8837,VIDO L.,atalanta,VIDO L. atalanta,True
1208,3457,486624,Musa Barrow,Atalanta Bergamo,Musa Barrow Atalanta Bergamo,8295,BARROW M.,atalanta,BARROW M. atalanta,True
1209,3474,315850,Marco Tumminello,Atalanta Bergamo,Marco Tumminello Atalanta Bergamo,8820,TUMMINELLO M,crotone,TUMMINELLO M crotone,True
1211,3500,369674,Joakim Maehle,Atalanta Bergamo,Joakim Maehle Atalanta Bergamo,10344,MAEHLE J.,atalanta,MAEHLE J. atalanta,True
1213,3518,130353,Hordur Magnusson,Cesena Fc,Hordur Magnusson Cesena Fc,6851,MAGNUSSON,cesena,MAGNUSSON cesena,True
1215,3520,136111,Nicola Leali,Cesena Fc,Nicola Leali Cesena Fc,4468,LEALI,brescia,LEALI brescia,True
1216,3522,13749,Gaby Mudingayi,Cesena Fc,Gaby Mudingayi Cesena Fc,1832,MUDINGAYI,lazio,MUDINGAYI lazio,True
1217,3523,138584,Luka Krajnc,Cesena Fc,Luka Krajnc Cesena Fc,5622,KRAJNC L.,genoa,KRAJNC L. genoa,True
1218,3524,16137,Franco Brienza,Cesena Fc,Franco Brienza Cesena Fc,531,BRIENZA F.,perugia,BRIENZA F. perugia,True
1220,3529,221815,Constantin Nica,Cesena Fc,Constantin Nica Cesena Fc,4308,CONSTANT,chievo,CONSTANT chievo,True
1222,3531,24305,Giuseppe De Feudis,Cesena Fc,Giuseppe De Feudis Cesena Fc,6668,DE FEUDIS,cesena,DE FEUDIS cesena,True
1223,3532,287663,Luca Valzania,Cesena Fc,Luca Valzania Cesena Fc,7080,VALZANIA L.,cesena,VALZANIA L. cesena,True
1227,3536,30332,Daniele Capelli,Cesena Fc,Daniele Capelli Cesena Fc,1044,CAPELLI,atalanta,CAPELLI atalanta,True
1229,3538,38602,Nico Pulzetti,Cesena Fc,Nico Pulzetti Cesena Fc,2973,PULZETTI,livorno,PULZETTI livorno,True
1232,3542,61751,Antonio Mazzotta,Cesena Fc,Antonio Mazzotta Cesena Fc,6879,MAZZOTTA A.,cesena,MAZZOTTA A. cesena,True
1233,3544,67556,Milan Djuric,Cesena Fc,Milan Djuric Cesena Fc,6690,DJURIC,cesena,DJURIC cesena,True
1235,3546,8206,Emmanuel Cascione,Cesena Fc,Emmanuel Cascione Cesena Fc,2644,CASCIONE E.,reggina,CASCIONE E. reggina,True
1237,3548,9824,Hugo Almeida,Cesena Fc,Hugo Almeida Cesena Fc,6781,HUGO ALMEIDA,cesena,HUGO ALMEIDA cesena,True
1239,3558,184528,Emil Krafth,Fc Bologna,Emil Krafth Fc Bologna,7402,KRAFTH E.,bologna,KRAFTH E. bologna,True
1241,3564,286949,Adam Masina,Fc Bologna,Adam Masina Fc Bologna,7459,MASINA A.,bologna,MASINA A. bologna,True
1242,3568,35703,Robert Acquafresca,Fc Bologna,Robert Acquafresca Fc Bologna,1485,ACQUAFRESCA,treviso,ACQUAFRESCA treviso,True
1246,3578,85066,Archimede Morleo,Fc Bologna,Archimede Morleo Fc Bologna,4540,MORLEO A.,bologna,MORLEO A. bologna,True
1247,3580,140206,Ladislav Krejci,Fc Bologna,Ladislav Krejci Fc Bologna,7980,KREJCI L.,bologna,KREJCI L. bologna,True
1248,3582,182923,Stefano Denswil,Fc Bologna,Stefano Denswil Fc Bologna,9578,DENSWIL S.,bologna,DENSWIL S. bologna,True
1249,3583,187245,Mitchell Dijks,Fc Bologna,Mitchell Dijks Fc Bologna,9018,DIJKS M.,bologna,DIJKS M. bologna,True
1250,3586,331560,Takehiro Tomiyasu,Fc Bologna,Takehiro Tomiyasu Fc Bologna,9954,TOMIYASU T.,bologna,TOMIYASU T. bologna,True
1251,3587,342405,Mattias Svanberg,Fc Bologna,Mattias Svanberg Fc Bologna,9368,SVANBERG M.,bologna,SVANBERG M. bologna,True
1252,3588,347900,Jerdy Schouten,Fc Bologna,Jerdy Schouten Fc Bologna,9908,SCHOUTEN J.,bologna,SCHOUTEN J. bologna,True
1253,3589,368482,Riccardo Orsolini,Fc Bologna,Riccardo Orsolini Fc Bologna,8672,ORSOLINI R.,atalanta,ORSOLINI R. atalanta,True
1255,3592,432982,Andreas Skov Olsen,Fc Bologna,Andreas Skov Olsen Fc Bologna,9923,SKOV OLSEN A,bologna,SKOV OLSEN A bologna,True
1257,3601,99180,Federico Santander,Fc Bologna,Federico Santander Fc Bologna,9326,SANTANDER F.,bologna,SANTANDER F. bologna,True
1261,3619,464446,Andri Fannar Baldursson,Fc Bologna,Andri Fannar Baldursson Fc Bologna,10035,BALDURSSON A,bologna,BALDURSSON A bologna,True
1262,3622,562030,Musa Juwara,Fc Bologna,Musa Juwara Fc Bologna,9118,JUWARA M.,chievo,JUWARA M. chievo,True
1263,3623,591949,Aaron Hickey,Fc Bologna,Aaron Hickey Fc Bologna,10261,HICKEY A.,bologna,HICKEY A. bologna,True
1265,3650,368559,Adam Nagy,Fc Bologna,Adam Nagy Fc Bologna,8065,NAGY A.,bologna,NAGY A. bologna,True
1270,3680,401935,Orji Okwonkwo,Fc Bologna,Orji Okwonkwo Fc Bologna,8669,OKWONKWO O.,bologna,OKWONKWO O. bologna,True
1272,3707,474621,Juan Manuel Valencia,Fc Bologna,Juan Manuel Valencia Fc Bologna,9388,VALENCIA J.,bologna,VALENCIA J. bologna,True
1274,3726,401920,Kingsley Michael,Fc Bologna,Kingsley Michael Fc Bologna,9692,KINGSLEY M.,bologna,KINGSLEY M. bologna,True
1275,3727,41384,Marko Arnautovic,Fc Bologna,Marko Arnautovic Fc Bologna,3654,ARNAUTOVIC M,inter,ARNAUTOVIC M inter,True
1280,3746,130382,Jerry Mbakogu,Carpi Fc 1909,Jerry Mbakogu Carpi Fc 1909,7469,MBAKOGU,carpi,MBAKOGU carpi,True
1281,3748,149526,Marco Crimi,Carpi Fc 1909,Marco Crimi Carpi Fc 1909,7243,CRIMI,carpi,CRIMI carpi,True
1282,3749,149946,Raphael Martinho,Carpi Fc 1909,Raphael Martinho Carpi Fc 1909,4510,MARTINHO,catania,MARTINHO catania,True
1284,3751,160560,Gaetano Letizia,Carpi Fc 1909,Gaetano Letizia Carpi Fc 1909,7420,LETIZIA G.,carpi,LETIZIA G. carpi,True
1285,3752,163600,Emanuele Suagher,Carpi Fc 1909,Emanuele Suagher Carpi Fc 1909,7628,SUAGHER E.,carpi,SUAGHER E. carpi,True
1286,3754,165724,Lorenzo Pasciuti,Carpi Fc 1909,Lorenzo Pasciuti Carpi Fc 1909,7521,PASCIUTI,carpi,PASCIUTI carpi,True
1292,3766,61358,Filippo Porcari,Carpi Fc 1909,Filippo Porcari Carpi Fc 1909,368,PORCARI,parma,PORCARI parma,True
1293,3768,73090,Vid Belec,Carpi Fc 1909,Vid Belec Carpi Fc 1909,5378,BELEC V.,inter,BELEC V. inter,True
1295,3779,119366,Leonardo Blanchard,Frosinone Calcio,Leonardo Blanchard Frosinone Calcio,7171,BLANCHARD,frosinone,BLANCHARD frosinone,True
1297,3782,130348,Roberto Crivello,Frosinone Calcio,Roberto Crivello Frosinone Calcio,7246,CRIVELLO,frosinone,CRIVELLO frosinone,True
1303,3795,43206,Massimiliano Carlini,Frosinone Calcio,Massimiliano Carlini Frosinone Calcio,7202,CARLINI,frosinone,CARLINI frosinone,True
1304,3796,43237,Massimo Zappino,Frosinone Calcio,Massimo Zappino Frosinone Calcio,7674,ZAPPINO,frosinone,ZAPPINO frosinone,True
1306,3798,52188,Robert Gucher,Frosinone Calcio,Robert Gucher Frosinone Calcio,7355,GUCHER,frosinone,GUCHER frosinone,True
1309,3801,7101,Paolo Sammarco,Frosinone Calcio,Paolo Sammarco Frosinone Calcio,1383,SAMMARCO P.,chievo,SAMMARCO P. chievo,True
1310,3802,87282,Aleksandar Tonev,Frosinone Calcio,Aleksandar Tonev Frosinone Calcio,7643,TONEV A.,frosinone,TONEV A. frosinone,True
1311,3803,87893,Vasyl Pryima,Frosinone Calcio,Vasyl Pryima Frosinone Calcio,7557,PRYIMA,frosinone,PRYIMA frosinone,True
1312,3804,91914,Davide Bertoncini,Frosinone Calcio,Davide Bertoncini Frosinone Calcio,7161,BERTONCINI,frosinone,BERTONCINI frosinone,True
1313,3805,109110,Nicolo Brighenti,Frosinone Calcio,Nicolo Brighenti Frosinone Calcio,8930,BRIGHENTI N.,frosinone,BRIGHENTI N. frosinone,True
1314,3810,131248,Joel Campbell,Frosinone Calcio,Joel Campbell Frosinone Calcio,8946,CAMPBELL J.,frosinone,CAMPBELL J. frosinone,True
1315,3820,205023,Rai Vloet,Frosinone Calcio,Rai Vloet Frosinone Calcio,9406,VLOET R.,frosinone,VLOET R. frosinone,True
1317,3832,415550,Joaquin Ardaiz,Frosinone Calcio,Joaquin Ardaiz Frosinone Calcio,6220,JOAQUIN,fiorentina,JOAQUIN fiorentina,True
1320,48653,131758,Jesse Joronen,Brescia Calcio,Jesse Joronen Brescia Calcio,9686,JORONEN J.,brescia,JORONEN J. brescia,True
1323,48658,213614,Jhon Chancellor,Brescia Calcio,Jhon Chancellor Brescia Calcio,9531,CHANCELLOR J,brescia,CHANCELLOR J brescia,True
1325,48660,235413,Jaromir Zmrhal,Brescia Calcio,Jaromir Zmrhal Brescia Calcio,10005,ZMRHAL J.,brescia,ZMRHAL J. brescia,True
1328,48664,287717,Emanuele Ndoj,Brescia Calcio,Emanuele Ndoj Brescia Calcio,4363,EMANUELSON,milan,EMANUELSON milan,True
1330,48667,337381,Andrea Cistana,Brescia Calcio,Andrea Cistana Brescia Calcio,9537,CISTANA A.,brescia,CISTANA A. brescia,True
1331,48668,34334,Enrico Alfonso,Brescia Calcio,Enrico Alfonso Brescia Calcio,9431,ALFONSO E.,brescia,ALFONSO E. brescia,True
1332,48669,34453,Birkir Bjarnason,Brescia Calcio,Birkir Bjarnason Brescia Calcio,5400,BJARNASON B.,pescara,BJARNASON B. pescara,True
1333,48670,372713,Florian Aye,Brescia Calcio,Florian Aye Brescia Calcio,1240,LORIA,cagliari,LORIA cagliari,True
1334,48671,395805,Massimiliano Mangraviti,Brescia Calcio,Massimiliano Mangraviti Brescia Calcio,9754,MANGRAVITI M,brescia,MANGRAVITI M brescia,True
1336,48695,124002,Biagio Meccariello,Us Lecce,Biagio Meccariello Us Lecce,9771,MECCARIELLO,lecce,MECCARIELLO lecce,True
1337,48698,130756,Giannelli Imbula,Us Lecce,Giannelli Imbula Us Lecce,9672,IMBULA G.,lecce,IMBULA G. lecce,True
1340,48703,180805,Zan Majer,Us Lecce,Zan Majer Us Lecce,9747,MAJER Z.,lecce,MAJER Z. lecce,True
1341,48704,218067,Jacopo Petriccione,Us Lecce,Jacopo Petriccione Us Lecce,9838,PETRICCIONE,lecce,PETRICCIONE lecce,True
1343,48710,58970,Yevgen Shakhov,Us Lecce,Yevgen Shakhov Us Lecce,9915,SHAKHOV E.,lecce,SHAKHOV E. lecce,True
1351,48749,318707,Karlo Letica,Spal,Karlo Letica Spal,9724,LETICA K.,spal,LETICA K. spal,True
1353,48755,457673,Gabriel Strefezza,Spal,Gabriel Strefezza Spal,9936,STREFEZZA G.,spal,STREFEZZA G. spal,True
1354,48768,363610,Georgi Tunjov,Spal,Georgi Tunjov Spal,9964,TUNJOV G.,spal,TUNJOV G. spal,True
1359,48788,250937,Gabriele Marchegiani,Spal,Gabriele Marchegiani Spal,278,MARCHEGIANI,lazio,MARCHEGIANI lazio,True
1360,48789,261095,Sauli Vaisanen,Spal,Sauli Vaisanen Spal,8823,VAISANEN S.,spal,VAISANEN S. spal,True
1364,48799,75076,Everton Luiz,Spal,Everton Luiz Spal,8466,EVERTON LUIZ,spal,EVERTON LUIZ spal,True
1365,48801,83409,Michele Cremonesi,Spal,Michele Cremonesi Spal,8406,CREMONESI M.,spal,CREMONESI M. spal,True
1366,48802,83458,Mirco Antenucci,Spal,Mirco Antenucci Spal,4203,ANTENUCCI M.,catania,ANTENUCCI M. catania,True
1368,48818,327326,Giacomo Poluzzi,Spal,Giacomo Poluzzi Spal,686,GIACOMAZZI,lecce,GIACOMAZZI lecce,True
1369,48820,34561,Johan Djourou,Spal,Johan Djourou Spal,9026,DJOUROU J.,spal,DJOUROU J. spal,True
1370,48837,121402,Ahmad Benali,Fc Crotone,Ahmad Benali Fc Crotone,7739,BENALI A.,pescara,BENALI A. pescara,True
1371,48840,16633,Alex Cordaz,Fc Crotone,Alex Cordaz Fc Crotone,7805,CORDAZ A.,crotone,CORDAZ A. crotone,True
1372,48841,169841,Vladimir Golemic,Fc Crotone,Vladimir Golemic Fc Crotone,10242,GOLEMIC V.,crotone,GOLEMIC V. crotone,True
1373,48843,194549,Simy,Fc Crotone,Simy Fc Crotone,8184,SIMY N.,crotone,SIMY N. crotone,True
1375,48847,270901,Milos Vulic,Fc Crotone,Milos Vulic Fc Crotone,10630,VULIC M.,crotone,VULIC M. crotone,True
1377,48852,365565,Giuseppe Cuomo,Fc Crotone,Giuseppe Cuomo Fc Crotone,7818,CUOMO G.,crotone,CUOMO G. crotone,True
1382,48861,102249,Maxwell Acosty,Fc Crotone,Maxwell Acosty Fc Crotone,2345,MAXWELL A.,inter,MAXWELL A. inter,True
1384,48866,139169,Claiton,Fc Crotone,Claiton Fc Crotone,6078,CLAITON DOS,chievo,CLAITON DOS chievo,True
1385,48867,146680,Andrea Barberis,Fc Crotone,Andrea Barberis Fc Crotone,7726,BARBERIS A.,crotone,BARBERIS A. crotone,True
1386,48868,160357,Mario Sampirisi,Fc Crotone,Mario Sampirisi Fc Crotone,5241,SAMPIRISI M.,genoa,SAMPIRISI M. genoa,True
1387,48869,160736,Noe Dussenne,Fc Crotone,Noe Dussenne Fc Crotone,7857,DUSSENNE N.,crotone,DUSSENNE N. crotone,True
1388,48873,168933,Eddy Gnahore,Fc Crotone,Eddy Gnahore Fc Crotone,7913,GNAHORÉ E.,crotone,GNAHORÉ E. crotone,True
1390,48877,205809,Marcus Rohden,Fc Crotone,Marcus Rohden Fc Crotone,8152,ROHDEN M.,crotone,ROHDEN M. crotone,True
1392,48880,278578,Andrea Nalini,Fc Crotone,Andrea Nalini Fc Crotone,8067,NALINI A.,crotone,NALINI A. crotone,True
1395,48902,291400,Giovanni Crociata,Fc Crotone,Giovanni Crociata Fc Crotone,8410,CROCIATA G.,crotone,CROCIATA G. crotone,True
1396,48927,163489,Riccardo Improta,Benevento Calcio,Riccardo Improta Benevento Calcio,6210,IMPROTA R.,chievo,IMPROTA R. chievo,True
1398,48934,338637,Daam Foulon,Benevento Calcio,Daam Foulon Benevento Calcio,10224,FOULON D.,benevento,FOULON D. benevento,True
1400,48938,532040,Giuseppe Di Serio,Benevento Calcio,Giuseppe Di Serio Benevento Calcio,10179,DI SERIO G.,benevento,DI SERIO G. benevento,True
1405,48950,139634,Ledian Memushaj,Benevento Calcio,Ledian Memushaj Benevento Calcio,4520,MEMUSHAJ L.,chievo,MEMUSHAJ L. chievo,True
1406,48953,148004,Alin Tosca,Benevento Calcio,Alin Tosca Benevento Calcio,8817,TOSCA A.,benevento,TOSCA A. benevento,True
1407,48958,189340,Gianluca Di Chiara,Benevento Calcio,Gianluca Di Chiara Benevento Calcio,8437,DI CHIARA G.,benevento,DI CHIARA G. benevento,True
1409,48962,208690,George Puscas,Benevento Calcio,George Puscas Benevento Calcio,6984,PUSCAS G.,inter,PUSCAS G. inter,True
1410,48966,244061,Lorenzo Del Pinto,Benevento Calcio,Lorenzo Del Pinto Benevento Calcio,8431,DEL PINTO L.,benevento,DEL PINTO L. benevento,True
1412,48970,339982,Bright Gyamfi,Benevento Calcio,Bright Gyamfi Benevento Calcio,8518,GYAMFI B.,benevento,GYAMFI B. benevento,True
1413,48973,387017,Giovanni Volpicelli,Benevento Calcio,Giovanni Volpicelli Benevento Calcio,929,VOLPI S.,sampdoria,VOLPI S. sampdoria,True
